service_id,date,exception_type
31,20210222,1
31,20210225,1
31,20210301,1
31,20210304,1
31,20210308,1
31,20210311,1
31,20210315,1
31,20210318,1
31,20210322,1
31,20210325,1
31,20210329,1
31,20210401,1
31,20210408,1
31,20210412,1
31,20210415,1
31,20210419,1
31,20210422,1
31,20210426,1
31,20210429,1
31,20210503,1
31,20210506,1
31,20210510,1
31,20210517,1
31,20210520,1
31,20210527,1
31,20210531,1
31,20210603,1
31,20210607,1
31,20210610,1
31,20210614,1
31,20210617,1
31,20210621,1
31,20210624,1
31,20210628,1
31,20210701,1
31,20210705,1
31,20210708,1
31,20210712,1
31,20210715,1
31,20210719,1
31,20210722,1
31,20210726,1
31,20210729,1
31,20210802,1
31,20210805,1
34,20201217,1
34,20201228,1
34,20201229,1
34,20201231,1
34,20210105,1
34,20210107,1
34,20210111,1
34,20210112,1
34,20210113,1
34,20210114,1
34,20210118,1
34,20210119,1
34,20210120,1
34,20210121,1
34,20210125,1
34,20210126,1
34,20210127,1
34,20210128,1
34,20210201,1
34,20210202,1
34,20210203,1
34,20210204,1
34,20210208,1
34,20210209,1
34,20210210,1
34,20210211,1
34,20210215,1
34,20210216,1
34,20210217,1
34,20210218,1
34,20210222,1
34,20210223,1
34,20210224,1
34,20210225,1
34,20210301,1
34,20210302,1
34,20210303,1
34,20210304,1
34,20210308,1
34,20210309,1
34,20210310,1
34,20210311,1
34,20210315,1
34,20210316,1
34,20210317,1
34,20210318,1
34,20210322,1
34,20210323,1
34,20210324,1
34,20210325,1
34,20210329,1
34,20210330,1
34,20210331,1
34,20210401,1
34,20210406,1
34,20210407,1
34,20210408,1
34,20210412,1
34,20210413,1
34,20210414,1
34,20210415,1
34,20210419,1
34,20210420,1
34,20210421,1
34,20210422,1
34,20210426,1
34,20210428,1
34,20210429,1
34,20210503,1
34,20210504,1
34,20210505,1
34,20210506,1
34,20210510,1
34,20210511,1
34,20210512,1
34,20210517,1
34,20210518,1
34,20210519,1
34,20210520,1
34,20210525,1
34,20210526,1
34,20210527,1
34,20210531,1
34,20210601,1
34,20210602,1
34,20210603,1
34,20210607,1
34,20210608,1
34,20210609,1
34,20210610,1
34,20210614,1
34,20210615,1
34,20210616,1
34,20210617,1
34,20210621,1
34,20210622,1
34,20210623,1
34,20210624,1
34,20210628,1
34,20210629,1
34,20210630,1
34,20210701,1
34,20210705,1
34,20210706,1
34,20210707,1
34,20210708,1
34,20210712,1
34,20210713,1
34,20210714,1
34,20210715,1
34,20210719,1
34,20210720,1
34,20210721,1
34,20210722,1
34,20210726,1
34,20210727,1
34,20210728,1
34,20210729,1
34,20210802,1
34,20210803,1
34,20210804,1
34,20210805,1
38,20201217,1
38,20201228,1
38,20201229,1
38,20201230,1
38,20201231,1
40,20201217,1
40,20201228,1
40,20201229,1
40,20201230,1
40,20201231,1
40,20210104,1
40,20210105,1
40,20210106,1
40,20210107,1
40,20210111,1
40,20210112,1
40,20210113,1
40,20210114,1
40,20210118,1
40,20210119,1
40,20210120,1
40,20210121,1
40,20210125,1
40,20210126,1
40,20210127,1
40,20210128,1
40,20210201,1
40,20210202,1
40,20210203,1
40,20210204,1
40,20210208,1
40,20210209,1
40,20210210,1
40,20210211,1
40,20210215,1
40,20210216,1
40,20210217,1
40,20210218,1
40,20210222,1
40,20210223,1
40,20210224,1
40,20210225,1
40,20210301,1
40,20210302,1
40,20210303,1
40,20210304,1
40,20210308,1
40,20210309,1
40,20210310,1
40,20210311,1
40,20210315,1
40,20210316,1
40,20210317,1
40,20210318,1
40,20210322,1
40,20210323,1
40,20210324,1
40,20210325,1
40,20210329,1
40,20210330,1
40,20210331,1
40,20210401,1
40,20210406,1
40,20210407,1
40,20210408,1
40,20210412,1
40,20210413,1
40,20210414,1
40,20210415,1
40,20210419,1
40,20210420,1
40,20210421,1
40,20210422,1
40,20210426,1
40,20210428,1
40,20210429,1
40,20210503,1
40,20210504,1
40,20210505,1
40,20210506,1
40,20210510,1
40,20210511,1
40,20210512,1
40,20210517,1
40,20210518,1
40,20210519,1
40,20210520,1
40,20210525,1
40,20210526,1
40,20210527,1
40,20210531,1
40,20210601,1
40,20210602,1
40,20210603,1
40,20210607,1
40,20210608,1
40,20210609,1
40,20210610,1
40,20210614,1
40,20210615,1
40,20210616,1
40,20210617,1
40,20210621,1
40,20210622,1
40,20210623,1
40,20210624,1
40,20210628,1
40,20210629,1
40,20210630,1
40,20210701,1
40,20210705,1
40,20210706,1
40,20210707,1
40,20210708,1
40,20210712,1
40,20210713,1
40,20210714,1
40,20210715,1
40,20210719,1
40,20210720,1
40,20210721,1
40,20210722,1
40,20210726,1
40,20210727,1
40,20210728,1
40,20210729,1
40,20210802,1
40,20210803,1
40,20210804,1
40,20210805,1
43,20201217,1
43,20201225,1
43,20210101,1
43,20210107,1
43,20210114,1
43,20210121,1
43,20210128,1
43,20210204,1
43,20210211,1
43,20210218,1
43,20210225,1
43,20210304,1
43,20210311,1
43,20210318,1
43,20210325,1
43,20210401,1
43,20210408,1
43,20210415,1
43,20210422,1
43,20210429,1
43,20210506,1
43,20210520,1
43,20210527,1
43,20210603,1
43,20210610,1
43,20210617,1
43,20210624,1
43,20210701,1
43,20210708,1
43,20210715,1
43,20210722,1
43,20210729,1
43,20210805,1
45,20201217,1
45,20201224,1
46,20201217,1
46,20201224,1
46,20210114,1
46,20210121,1
46,20210128,1
46,20210204,1
46,20210211,1
46,20210218,1
46,20210225,1
46,20210304,1
46,20210311,1
46,20210318,1
46,20210325,1
46,20210401,1
46,20210408,1
46,20210415,1
46,20210422,1
46,20210429,1
46,20210506,1
46,20210520,1
46,20210527,1
46,20210603,1
46,20210610,1
46,20210617,1
46,20210624,1
46,20210701,1
46,20210708,1
46,20210715,1
46,20210722,1
46,20210729,1
46,20210805,1
47,20201217,1
47,20201224,1
47,20210107,1
48,20201217,1
48,20201224,1
48,20210107,1
48,20210114,1
48,20210121,1
48,20210128,1
48,20210204,1
48,20210211,1
48,20210218,1
48,20210225,1
48,20210304,1
48,20210311,1
48,20210318,1
48,20210325,1
48,20210401,1
48,20210408,1
48,20210415,1
48,20210422,1
48,20210429,1
48,20210506,1
48,20210520,1
48,20210527,1
48,20210603,1
48,20210610,1
48,20210617,1
48,20210624,1
48,20210701,1
48,20210708,1
48,20210715,1
48,20210722,1
48,20210729,1
48,20210805,1
50,20201217,1
50,20201224,1
50,20210107,1
50,20210108,1
50,20210113,1
50,20210114,1
50,20210120,1
50,20210121,1
50,20210127,1
50,20210128,1
50,20210203,1
50,20210204,1
50,20210210,1
50,20210211,1
50,20210217,1
50,20210218,1
50,20210224,1
50,20210225,1
50,20210303,1
50,20210304,1
50,20210310,1
50,20210311,1
50,20210317,1
50,20210318,1
50,20210324,1
50,20210325,1
50,20210331,1
50,20210401,1
50,20210407,1
50,20210408,1
50,20210414,1
50,20210415,1
50,20210421,1
50,20210422,1
50,20210428,1
50,20210429,1
50,20210505,1
50,20210506,1
50,20210512,1
50,20210519,1
50,20210520,1
50,20210526,1
50,20210527,1
50,20210602,1
50,20210603,1
50,20210609,1
50,20210610,1
50,20210616,1
50,20210617,1
50,20210623,1
50,20210624,1
50,20210630,1
50,20210701,1
50,20210707,1
50,20210708,1
50,20210714,1
50,20210715,1
50,20210721,1
50,20210722,1
50,20210728,1
50,20210729,1
50,20210804,1
50,20210805,1
53,20201217,1
53,20201224,1
53,20201231,1
54,20201217,1
54,20201224,1
54,20201231,1
54,20210114,1
54,20210121,1
54,20210128,1
54,20210204,1
54,20210211,1
54,20210218,1
54,20210225,1
54,20210304,1
54,20210311,1
54,20210318,1
54,20210325,1
54,20210401,1
54,20210408,1
54,20210415,1
54,20210422,1
54,20210429,1
54,20210506,1
54,20210520,1
54,20210527,1
54,20210603,1
54,20210610,1
54,20210617,1
54,20210624,1
54,20210701,1
54,20210708,1
54,20210715,1
54,20210722,1
54,20210729,1
54,20210805,1
55,20201217,1
55,20201224,1
55,20201231,1
55,20210107,1
56,20201217,1
56,20201224,1
56,20201231,1
56,20210107,1
56,20210114,1
56,20210121,1
56,20210128,1
56,20210204,1
56,20210211,1
56,20210218,1
56,20210225,1
56,20210304,1
56,20210311,1
56,20210318,1
56,20210325,1
56,20210401,1
56,20210408,1
56,20210415,1
56,20210422,1
56,20210429,1
56,20210506,1
56,20210520,1
56,20210527,1
56,20210603,1
56,20210610,1
56,20210617,1
56,20210624,1
56,20210701,1
56,20210708,1
56,20210715,1
56,20210722,1
56,20210729,1
56,20210805,1
57,20201217,1
57,20201224,1
57,20201231,1
57,20210107,1
57,20210113,1
57,20210114,1
57,20210120,1
57,20210121,1
57,20210127,1
57,20210128,1
57,20210203,1
57,20210204,1
57,20210210,1
57,20210211,1
57,20210217,1
57,20210218,1
57,20210224,1
57,20210225,1
57,20210303,1
57,20210304,1
57,20210310,1
57,20210311,1
57,20210317,1
57,20210318,1
57,20210324,1
57,20210325,1
57,20210331,1
57,20210401,1
57,20210407,1
57,20210408,1
57,20210414,1
57,20210415,1
57,20210421,1
57,20210422,1
57,20210428,1
57,20210429,1
57,20210505,1
57,20210506,1
57,20210512,1
57,20210519,1
57,20210520,1
57,20210526,1
57,20210527,1
57,20210602,1
57,20210603,1
57,20210609,1
57,20210610,1
57,20210616,1
57,20210617,1
57,20210623,1
57,20210624,1
57,20210630,1
57,20210701,1
57,20210707,1
57,20210708,1
57,20210714,1
57,20210715,1
57,20210721,1
57,20210722,1
57,20210728,1
57,20210729,1
57,20210804,1
57,20210805,1
63,20201217,1
63,20201224,1
63,20201231,1
63,20210107,1
63,20210108,1
63,20210114,1
63,20210115,1
63,20210121,1
63,20210122,1
63,20210128,1
63,20210129,1
63,20210204,1
63,20210205,1
63,20210211,1
63,20210212,1
63,20210218,1
63,20210219,1
63,20210225,1
63,20210226,1
63,20210304,1
63,20210305,1
63,20210311,1
63,20210312,1
63,20210318,1
63,20210319,1
63,20210325,1
63,20210326,1
63,20210401,1
63,20210402,1
63,20210408,1
63,20210409,1
63,20210415,1
63,20210416,1
63,20210422,1
63,20210423,1
63,20210429,1
63,20210430,1
63,20210506,1
63,20210507,1
63,20210514,1
63,20210520,1
63,20210521,1
63,20210527,1
63,20210528,1
63,20210603,1
63,20210604,1
63,20210610,1
63,20210611,1
63,20210617,1
63,20210618,1
63,20210624,1
63,20210625,1
63,20210701,1
63,20210702,1
63,20210708,1
63,20210709,1
63,20210715,1
63,20210716,1
63,20210722,1
63,20210723,1
63,20210729,1
63,20210730,1
63,20210805,1
63,20210806,1
65,20201217,1
65,20201224,1
65,20201230,1
65,20210106,1
65,20210113,1
65,20210114,1
65,20210120,1
65,20210121,1
65,20210127,1
65,20210128,1
65,20210203,1
65,20210204,1
65,20210210,1
65,20210211,1
65,20210217,1
65,20210218,1
65,20210224,1
65,20210225,1
65,20210303,1
65,20210304,1
65,20210310,1
65,20210311,1
65,20210317,1
65,20210318,1
65,20210324,1
65,20210325,1
65,20210331,1
65,20210401,1
65,20210407,1
65,20210408,1
65,20210414,1
65,20210415,1
65,20210421,1
65,20210422,1
65,20210428,1
65,20210429,1
65,20210505,1
65,20210506,1
65,20210512,1
65,20210519,1
65,20210520,1
65,20210526,1
65,20210527,1
65,20210602,1
65,20210603,1
65,20210609,1
65,20210610,1
65,20210616,1
65,20210617,1
65,20210623,1
65,20210624,1
65,20210630,1
65,20210701,1
65,20210707,1
65,20210708,1
65,20210714,1
65,20210715,1
65,20210721,1
65,20210722,1
65,20210728,1
65,20210729,1
65,20210804,1
65,20210805,1
75,20201217,1
75,20201224,1
75,20201226,1
75,20210107,1
75,20210114,1
75,20210121,1
75,20210128,1
75,20210204,1
75,20210211,1
75,20210218,1
75,20210225,1
75,20210304,1
75,20210311,1
75,20210318,1
75,20210325,1
75,20210401,1
75,20210408,1
75,20210415,1
75,20210422,1
75,20210429,1
75,20210506,1
75,20210520,1
75,20210527,1
75,20210603,1
75,20210610,1
75,20210617,1
75,20210624,1
75,20210701,1
75,20210708,1
75,20210715,1
75,20210722,1
75,20210729,1
75,20210805,1
87,20201217,1
87,20201223,1
87,20201230,1
87,20210106,1
87,20210113,1
87,20210114,1
87,20210120,1
87,20210121,1
87,20210127,1
87,20210128,1
87,20210203,1
87,20210204,1
87,20210210,1
87,20210211,1
87,20210217,1
87,20210218,1
87,20210224,1
87,20210225,1
87,20210303,1
87,20210304,1
87,20210310,1
87,20210311,1
87,20210317,1
87,20210318,1
87,20210324,1
87,20210325,1
87,20210331,1
87,20210401,1
87,20210407,1
87,20210408,1
87,20210414,1
87,20210415,1
87,20210421,1
87,20210422,1
87,20210428,1
87,20210429,1
87,20210505,1
87,20210506,1
87,20210512,1
87,20210519,1
87,20210520,1
87,20210526,1
87,20210527,1
87,20210602,1
87,20210603,1
87,20210609,1
87,20210610,1
87,20210616,1
87,20210617,1
87,20210623,1
87,20210624,1
87,20210630,1
87,20210701,1
87,20210707,1
87,20210708,1
87,20210714,1
87,20210715,1
87,20210721,1
87,20210722,1
87,20210728,1
87,20210729,1
87,20210804,1
87,20210805,1
89,20201217,1
89,20201223,1
89,20201230,1
89,20210106,1
89,20210107,1
89,20210113,1
89,20210114,1
89,20210120,1
89,20210121,1
89,20210127,1
89,20210128,1
89,20210203,1
89,20210204,1
89,20210210,1
89,20210211,1
89,20210217,1
89,20210218,1
89,20210224,1
89,20210225,1
89,20210303,1
89,20210304,1
89,20210310,1
89,20210311,1
89,20210317,1
89,20210318,1
89,20210324,1
89,20210325,1
89,20210331,1
89,20210401,1
89,20210407,1
89,20210408,1
89,20210414,1
89,20210415,1
89,20210421,1
89,20210422,1
89,20210428,1
89,20210429,1
89,20210505,1
89,20210506,1
89,20210512,1
89,20210519,1
89,20210520,1
89,20210526,1
89,20210527,1
89,20210602,1
89,20210603,1
89,20210609,1
89,20210610,1
89,20210616,1
89,20210617,1
89,20210623,1
89,20210624,1
89,20210630,1
89,20210701,1
89,20210707,1
89,20210708,1
89,20210714,1
89,20210715,1
89,20210721,1
89,20210722,1
89,20210728,1
89,20210729,1
89,20210804,1
89,20210805,1
90,20201217,1
90,20201223,1
90,20201230,1
90,20210105,1
90,20210106,1
90,20210107,1
90,20210112,1
90,20210113,1
90,20210114,1
90,20210119,1
90,20210120,1
90,20210121,1
90,20210126,1
90,20210127,1
90,20210128,1
90,20210202,1
90,20210203,1
90,20210204,1
90,20210209,1
90,20210210,1
90,20210211,1
90,20210216,1
90,20210217,1
90,20210218,1
90,20210223,1
90,20210224,1
90,20210225,1
90,20210302,1
90,20210303,1
90,20210304,1
90,20210309,1
90,20210310,1
90,20210311,1
90,20210316,1
90,20210317,1
90,20210318,1
90,20210323,1
90,20210324,1
90,20210325,1
90,20210330,1
90,20210331,1
90,20210401,1
90,20210406,1
90,20210407,1
90,20210408,1
90,20210413,1
90,20210414,1
90,20210415,1
90,20210420,1
90,20210421,1
90,20210422,1
90,20210428,1
90,20210429,1
90,20210504,1
90,20210505,1
90,20210506,1
90,20210511,1
90,20210512,1
90,20210518,1
90,20210519,1
90,20210520,1
90,20210525,1
90,20210526,1
90,20210527,1
90,20210601,1
90,20210602,1
90,20210603,1
90,20210608,1
90,20210609,1
90,20210610,1
90,20210615,1
90,20210616,1
90,20210617,1
90,20210622,1
90,20210623,1
90,20210624,1
90,20210629,1
90,20210630,1
90,20210701,1
90,20210706,1
90,20210707,1
90,20210708,1
90,20210713,1
90,20210714,1
90,20210715,1
90,20210720,1
90,20210721,1
90,20210722,1
90,20210727,1
90,20210728,1
90,20210729,1
90,20210803,1
90,20210804,1
90,20210805,1
103,20201217,1
103,20201223,1
103,20201224,1
103,20201231,1
103,20210106,1
103,20210107,1
103,20210108,1
103,20210114,1
103,20210115,1
103,20210121,1
103,20210122,1
103,20210128,1
103,20210129,1
103,20210204,1
103,20210205,1
103,20210211,1
103,20210212,1
103,20210218,1
103,20210219,1
103,20210225,1
103,20210226,1
103,20210304,1
103,20210305,1
103,20210311,1
103,20210312,1
103,20210318,1
103,20210319,1
103,20210325,1
103,20210326,1
103,20210401,1
103,20210402,1
103,20210408,1
103,20210409,1
103,20210415,1
103,20210416,1
103,20210422,1
103,20210423,1
103,20210429,1
103,20210430,1
103,20210506,1
103,20210507,1
103,20210514,1
103,20210520,1
103,20210521,1
103,20210527,1
103,20210528,1
103,20210603,1
103,20210604,1
103,20210610,1
103,20210611,1
103,20210617,1
103,20210618,1
103,20210624,1
103,20210625,1
103,20210701,1
103,20210702,1
103,20210708,1
103,20210709,1
103,20210715,1
103,20210716,1
103,20210722,1
103,20210723,1
103,20210729,1
103,20210730,1
103,20210805,1
103,20210806,1
104,20201217,1
104,20201223,1
104,20201224,1
104,20201230,1
104,20210106,1
104,20210113,1
104,20210114,1
104,20210120,1
104,20210121,1
104,20210127,1
104,20210128,1
104,20210203,1
104,20210204,1
104,20210210,1
104,20210211,1
104,20210217,1
104,20210218,1
104,20210224,1
104,20210225,1
104,20210303,1
104,20210304,1
104,20210310,1
104,20210311,1
104,20210317,1
104,20210318,1
104,20210324,1
104,20210325,1
104,20210331,1
104,20210401,1
104,20210407,1
104,20210408,1
104,20210414,1
104,20210415,1
104,20210421,1
104,20210422,1
104,20210428,1
104,20210429,1
104,20210505,1
104,20210506,1
104,20210512,1
104,20210519,1
104,20210520,1
104,20210526,1
104,20210527,1
104,20210602,1
104,20210603,1
104,20210609,1
104,20210610,1
104,20210616,1
104,20210617,1
104,20210623,1
104,20210624,1
104,20210630,1
104,20210701,1
104,20210707,1
104,20210708,1
104,20210714,1
104,20210715,1
104,20210721,1
104,20210722,1
104,20210728,1
104,20210729,1
104,20210804,1
104,20210805,1
111,20201217,1
111,20201223,1
111,20201224,1
111,20201230,1
111,20201231,1
111,20210106,1
111,20210113,1
111,20210114,1
111,20210120,1
111,20210121,1
111,20210127,1
111,20210128,1
111,20210203,1
111,20210204,1
111,20210210,1
111,20210211,1
111,20210217,1
111,20210218,1
111,20210224,1
111,20210225,1
111,20210303,1
111,20210304,1
111,20210310,1
111,20210311,1
111,20210317,1
111,20210318,1
111,20210324,1
111,20210325,1
111,20210331,1
111,20210401,1
111,20210407,1
111,20210408,1
111,20210414,1
111,20210415,1
111,20210421,1
111,20210422,1
111,20210428,1
111,20210429,1
111,20210505,1
111,20210506,1
111,20210512,1
111,20210519,1
111,20210520,1
111,20210526,1
111,20210527,1
111,20210602,1
111,20210603,1
111,20210609,1
111,20210610,1
111,20210616,1
111,20210617,1
111,20210623,1
111,20210624,1
111,20210630,1
111,20210701,1
111,20210707,1
111,20210708,1
111,20210714,1
111,20210715,1
111,20210721,1
111,20210722,1
111,20210728,1
111,20210729,1
111,20210804,1
111,20210805,1
112,20201217,1
112,20201223,1
112,20201224,1
112,20201230,1
112,20201231,1
112,20210106,1
112,20210107,1
113,20201217,1
113,20201223,1
113,20201224,1
113,20201230,1
113,20201231,1
113,20210106,1
113,20210107,1
113,20210113,1
113,20210114,1
113,20210120,1
113,20210121,1
113,20210127,1
113,20210128,1
113,20210203,1
113,20210204,1
113,20210210,1
113,20210211,1
113,20210217,1
113,20210218,1
113,20210224,1
113,20210225,1
113,20210303,1
113,20210304,1
113,20210310,1
113,20210311,1
113,20210317,1
113,20210318,1
113,20210324,1
113,20210325,1
113,20210331,1
113,20210401,1
113,20210407,1
113,20210408,1
113,20210414,1
113,20210415,1
113,20210421,1
113,20210422,1
113,20210428,1
113,20210429,1
113,20210505,1
113,20210506,1
113,20210512,1
113,20210519,1
113,20210520,1
113,20210526,1
113,20210527,1
113,20210602,1
113,20210603,1
113,20210609,1
113,20210610,1
113,20210616,1
113,20210617,1
113,20210623,1
113,20210624,1
113,20210630,1
113,20210701,1
113,20210707,1
113,20210708,1
113,20210714,1
113,20210715,1
113,20210721,1
113,20210722,1
113,20210728,1
113,20210729,1
113,20210804,1
113,20210805,1
120,20201217,1
120,20201223,1
120,20201224,1
120,20201228,1
120,20201229,1
120,20201230,1
120,20210104,1
120,20210105,1
120,20210106,1
120,20210107,1
120,20210111,1
120,20210112,1
120,20210113,1
120,20210114,1
120,20210118,1
120,20210119,1
120,20210120,1
120,20210121,1
120,20210125,1
120,20210126,1
120,20210127,1
120,20210128,1
120,20210201,1
120,20210202,1
120,20210203,1
120,20210204,1
120,20210208,1
120,20210209,1
120,20210210,1
120,20210211,1
120,20210215,1
120,20210216,1
120,20210217,1
120,20210218,1
120,20210222,1
120,20210223,1
120,20210224,1
120,20210225,1
120,20210301,1
120,20210302,1
120,20210303,1
120,20210304,1
120,20210308,1
120,20210309,1
120,20210310,1
120,20210311,1
120,20210315,1
120,20210316,1
120,20210317,1
120,20210318,1
120,20210322,1
120,20210323,1
120,20210324,1
120,20210325,1
120,20210329,1
120,20210330,1
120,20210331,1
120,20210401,1
120,20210406,1
120,20210407,1
120,20210408,1
120,20210412,1
120,20210413,1
120,20210414,1
120,20210415,1
120,20210419,1
120,20210420,1
120,20210421,1
120,20210422,1
120,20210426,1
120,20210428,1
120,20210429,1
120,20210503,1
120,20210504,1
120,20210505,1
120,20210506,1
120,20210510,1
120,20210511,1
120,20210512,1
120,20210517,1
120,20210518,1
120,20210519,1
120,20210520,1
120,20210525,1
120,20210526,1
120,20210527,1
120,20210531,1
120,20210601,1
120,20210602,1
120,20210603,1
120,20210607,1
120,20210608,1
120,20210609,1
120,20210610,1
120,20210614,1
120,20210615,1
120,20210616,1
120,20210617,1
120,20210621,1
120,20210622,1
120,20210623,1
120,20210624,1
120,20210628,1
120,20210629,1
120,20210630,1
120,20210701,1
120,20210705,1
120,20210706,1
120,20210707,1
120,20210708,1
120,20210712,1
120,20210713,1
120,20210714,1
120,20210715,1
120,20210719,1
120,20210720,1
120,20210721,1
120,20210722,1
120,20210726,1
120,20210727,1
120,20210728,1
120,20210729,1
120,20210802,1
120,20210803,1
120,20210804,1
120,20210805,1
125,20201217,1
125,20201222,1
125,20201229,1
125,20210112,1
125,20210119,1
125,20210126,1
125,20210202,1
125,20210209,1
125,20210216,1
125,20210223,1
125,20210302,1
125,20210309,1
125,20210316,1
125,20210323,1
125,20210330,1
125,20210406,1
125,20210413,1
125,20210420,1
125,20210504,1
125,20210511,1
125,20210518,1
125,20210525,1
125,20210601,1
125,20210608,1
125,20210615,1
125,20210622,1
125,20210629,1
125,20210706,1
125,20210713,1
125,20210720,1
125,20210727,1
125,20210803,1
128,20201217,1
128,20201222,1
128,20201229,1
128,20210105,1
128,20210112,1
128,20210119,1
128,20210126,1
128,20210202,1
128,20210209,1
128,20210216,1
128,20210223,1
128,20210302,1
128,20210309,1
128,20210316,1
128,20210323,1
128,20210330,1
128,20210406,1
128,20210413,1
128,20210420,1
128,20210504,1
128,20210511,1
128,20210518,1
128,20210525,1
128,20210601,1
128,20210608,1
